plating_stk_no,model_no,version,brand,gender,pol_finish,jig_qty,traycate,ip_wiping,bath_type
6247WAA02/CHG,6247,A,FT,LAD,Buffed,180,Normal,No,Bright
6248NAA02,6248,A,FT,LAD,Buffed,180,Normal,No,Bright
6248QAA02/BL01,6248,A,FT,LAD,Buffed,180,Normal,No,Bright
6248QAA02/BLU,6248,A,FT,LAD,Buffed,180,Normal,No,Bright
6248SAA02,6248,A,FT,LAD,Buffed,180,Normal,No,Bright
6248WAA02,6248,A,FT,LAD,Buffed,180,Normal,No,Bright
6248WAA02/CHG,6248,A,FT,LAD,Buffed,180,Normal,No,Bright
6249SAA02,6249,A,FT,LAD,Buffed,144,Normal,No,Bright
6251SAA02,6251,A,FT,LAD,Buffed,220,Normal,No,Bright
6256SAA02,6256,A,FT,LAD,Buffed,180,Normal,No,Bright
6256NBA02,6256,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6256SBA02,6256,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6257NFA02,6257,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6258SAA02,6258,A,FT,LAD,Buffed,312,Normal,No,Bright
6258WAA02/CHG,6258,A,FT,LAD,Buffed,312,Normal,No,Bright
6258NAB02,6258,B,FT,LAD,Buffed,312,Normal,No,Bright
6258QAB02/BL01,6258,B,FT,LAD,Buffed,312,Normal,No,Bright
6258QAB02/BLU,6258,B,FT,LAD,Buffed,312,Normal,No,Bright
6258QAB02/BRN,6258,B,FT,LAD,Buffed,312,Normal,No,Bright
6258WAB02/CHG,6258,B,FT,LAD,Buffed,312,Normal,No,Bright
6259SSA02,6259,A,FT,LAD,Shotblasting,180,Normal,Yes,Dull
6259WSA02/CHG,6259,A,FT,LAD,Shotblasting,180,Normal,Yes,Dull
6260NSA02,6260,A,FT,LAD,Shotblasting,220,Normal,Yes,Dull
6260WSA02/CHG,6260,A,FT,LAD,Shotblasting,220,Normal,Yes,Dull
6264SAA02,6264,A,FT,LAD,Buffed,220,Normal,No,Bright
6264WAA02/CHG,6264,A,FT,LAD,Buffed,220,Normal,No,Bright
6265NAA02,6265,A,FT,LAD,Buffed,180,Normal,No,Bright
6265QAA02/BL01,6265,A,FT,LAD,Buffed,180,Normal,No,Bright
6265QAA02/BLU,6265,A,FT,LAD,Buffed,180,Normal,No,Bright
6265SAA02,6265,A,FT,LAD,Buffed,180,Normal,No,Bright
6266SAA02,6266,A,FT,LAD,Buffed,180,Normal,No,Bright
6269NAA02,6269,A,FT,LAD,Buffed,144,Normal,No,Bright
6269QAA02/GUN,6269,A,FT,LAD,Buffed,144,Normal,No,Bright
6269WAA02,6269,A,FT,LAD,Buffed,144,Normal,No,Bright
6270QAA02/BL01,6270,A,0,0,Buffed,144,Normal,No,Bright
6270QAA02/BLU,6270,A,FT,LAD,Buffed,144,Normal,No,Bright
6270WAA02/CHG,6270,A,FT,LAD,Buffed,144,Normal,No,Bright
6274NAA02,6274,A,FT,LAD,Buffed,312,Normal,No,Bright
6274QAA02/BRN,6274,A,FT,LAD,Buffed,312,Normal,No,Bright
6274SAA02,6274,A,FT,LAD,Buffed,312,Normal,No,Bright
6274WAA02/CHG,6274,A,FT,LAD,Buffed,312,Normal,No,Bright
6277NAA02,6277,A,FT,LAD,Buffed,220,Normal,No,Bright
6277SAA02,6277,A,FT,LAD,Buffed,220,Normal,No,Bright
6277WAA02/CHG,6277,A,FT,LAD,Buffed,220,Normal,No,Bright
6278NAA02,6278,A,FT,LAD,Buffed,180,Normal,No,Bright
6278QAA02/BL01,6278,A,TI,LAD,Buffed,180,Normal,No,Bright
6278QAA02/BLU,6278,A,FT,LAD,Buffed,180,Normal,No,Bright
6278SAA02,6278,A,FT,LAD,Buffed,180,Normal,No,Bright
6278WAA02/CHG,6278,A,FT,LAD,Buffed,180,Normal,No,Bright
6279NAA02,6279,A,FT,LAD,Buffed,180,Normal,No,Bright
6279QAA02/BL01,6279,A,TI,LAD,Buffed,180,Normal,No,Bright
6279QAA02/BLU,6279,A,FT,LAD,Buffed,180,Normal,No,Bright
6279SAA02,6279,A,FT,LAD,Buffed,180,Normal,No,Bright
6279WAA02/CHG,6279,A,FT,LAD,Buffed,180,Normal,No,Bright
6280SAA02,6280,A,FT,LAD,Buffed,180,Normal,No,Bright
6282SAA02,6282,A,FT,LAD,Buffed,144,Normal,No,Bright
6282QAB02/BRN,6282,B,FT,LAD,Buffed,144,Normal,No,Bright
6282WAB02,6282,B,FT,LAD,Buffed,144,Normal,No,Bright
6283NAA02,6283,A,FT,LAD,Buffed,180,Normal,No,Bright
6283QAA02/BL01,6283,A,FT,LAD,Buffed,180,Normal,No,Bright
6283QAA02/BLU,6283,A,FT,LAD,Buffed,180,Normal,No,Bright
6283SAA02,6283,A,FT,LAD,Buffed,180,Normal,No,Bright
6283WAA02,6283,A,FT,LAD,Buffed,180,Normal,No,Bright
6284NAA02,6284,A,FT,LAD,Buffed,144,Normal,No,Bright
6284QAA02/BRN,6284,A,FT,LAD,Buffed,144,Normal,No,Bright
6284SAA02,6284,A,FT,LAD,Buffed,144,Normal,No,Bright
6284WAA02,6284,A,FT,LAD,Buffed,144,Normal,No,Bright
6285NAA02,6285,A,FT,LAD,Buffed,144,Normal,No,Bright
6285WAA02,6285,A,FT,LAD,Buffed,144,Normal,No,Bright
6287QAA02/BRN,6287,A,FT,LAD,Buffed,144,Normal,No,Bright
6287WAA02,6287,A,FT,LAD,Buffed,144,Normal,No,Bright
6291NAA02,6291,A,FT,LAD,Buffed,144,Normal,No,Bright
6291SAA02,6291,A,FT,LAD,Buffed,144,Normal,No,Bright
6291WAA02,6291,A,FT,LAD,Buffed,144,Normal,No,Bright
6292QAA02/BL01,6292,A,FT,LAD,Buffed,144,Normal,No,Bright
6292QAA02/BLU/J,6292,A,FT,LAD,Buffed,144,Normal,No,Bright
6292QAA02/BRN,6292,A,FT,LAD,Buffed,144,Normal,No,Bright
6292WAA02/CN,6292,A,FT,LAD,Buffed,144,Normal,No,Bright
6296NAA02,6296,A,FT,LAD,Buffed,180,Normal,No,Bright
6296QAA02/BLU/J,6296,A,FT,LAD,Buffed,180,Normal,No,Bright
6296QAA02/BRN,6296,A,FT,LAD,Buffed,144,Normal,No,Bright
6296SAA02,6296,A,FT,LAD,Buffed,180,Normal,No,Bright
6296WAA02,6296,A,FT,LAD,Buffed,180,Normal,No,Bright
6296QAB02/BRN,6296,B,FT,LAD,Buffed,144,Normal,No,Bright
6296SAB02,6296,B,FT,LAD,Buffed,180,Normal,No,Bright
6296WAB02,6296,B,FT,LAD,Buffed,180,Normal,No,Bright
6297QAA02/BRN,6297,A,FT,LAD,Buffed,220,Normal,No,Bright
6297WAA02/CHG,6297,A,FT,LAD,Buffed,220,Normal,No,Bright
6300QAA02/BRN,6300,A,FT,LAD,Buffed,144,Normal,No,Bright
6300WAA02,6300,A,FT,LAD,Buffed,144,Normal,No,Bright
6303NAA02,6303,A,FT,LAD,Buffed,144,Normal,No,Bright
6303WAA02,6303,A,FT,LAD,Buffed,144,Normal,No,Bright
6305NAA02,6305,A,FT,LAD,Buffed,144,Normal,No,Bright
6305WAA02,6305,A,FT,LAD,Buffed,144,Normal,No,Bright
6306NAA02,6306,A,FT,LAD,Buffed,180,Normal,No,Bright
6306QAA02/BRN,6306,A,FT,LAD,Buffed,180,Normal,No,Bright
6306WAA02,6306,A,FT,LAD,Buffed,180,Normal,No,Bright
665YAA02,665,A,TI,GEN,Buffed,220,Normal,No,Bright
669YAA02,669,A,TI,GEN,Buffed,220,Normal,No,Bright
68008SAB02,68008,B,FT,LAD,Buffed,220,Normal,No,Bright
68010SAB02,68010,B,FT,LAD,Buffed,144,Normal,No,Bright
7041YAA02,7041,A,SO,GEN,Buffed,220,Normal,No,Bright
7053SAC02,7053,C,SO,GEN,Buffed,220,Normal,No,Bright
7053YAC02,7053,C,SO,GEN,Buffed,220,Normal,No,Bright
7053YAN02,7053,N,SO,GEN,Buffed,220,Normal,No,Bright
7058YAC02,7058,C,SO,GEN,Buffed,220,Normal,No,Bright
7058YAJ02,7058,J,SO,GEN,Buffed,220,Normal,No,Bright
7058NAK02,7058,K,SO,GEN,Buffed,144,Normal,No,Bright
7058YAK02,7058,K,SO,GEN,Buffed,220,Normal,No,Bright
7070YAA02,7070,A,SO,GEN,Buffed,220,?,No,Bright
7070SAB02,7070,B,SO,GEN,Buffed,220,?,No,Bright
7070SAC02,7070,C,SO,GEN,Buffed,220,?,No,Bright
7070YAC02,7070,C,SO,GEN,Buffed,220,?,No,Bright
7078SAD02,7078,D,SO,GEN,Buffed,220,Normal,No,Bright
7078YAD02,7078,D,SO,GEN,Buffed,144,Normal,No,Bright
7078SAG02,7078,G,SO,GEN,Buffed,220,Normal,No,Bright
7078SAH02,7078,H,SO,GEN,Buffed,144,Normal,No,Bright
7078YAH02,7078,H,SO,GEN,Buffed,144,Normal,No,Bright
7078YAQ02,7078,Q,SO,GEN,Buffed,144,Normal,No,Bright
7078YSD02,7078,D,SO,GEN,Shotblasting,220,Normal,Yes,Dull
7079YEA02,7079,A,SO,GEN,Buffed,144,?,No,Bright
7080SEA02,7080,A,SO,GEN,Bi-Finish,180,Normal,Yes,Semi bright
7080YEA02,7080,A,SO,GEN,Bi-Finish,180,Normal,Yes,Semi bright
7083YAA02,7083,A,SO,GEN,Buffed,144,Normal,No,Bright
7084YAA02,7084,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7087YEA02,7087,A,SO,GEN,Bi-Finish,144,?,Yes,Semi bright
7088YAA02,7088,A,SO,GEN,Buffed,144,?,No,Bright
7089SAA02,7089,A,SO,GEN,Buffed,144,?,No,Bright
7090YEA02,7090,A,SO,GEN,Bi-Finish,144,?,Yes,Semi bright
7092SAA02,7092,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7094SAA02,7094,A,SO,LAD,Buffed,144,?,No,Bright
7094YAA02,7094,A,SO,LAD,Buffed,144,?,No,Bright
7094SAB02,7094,B,SO,LAD,Buffed,144,?,No,Bright
7094YAB02,7094,B,SO,LAD,Buffed,144,?,No,Bright
7095SAA02,7095,A,SO,GEN,Buffed,144,?,No,Bright
7095YAA02,7095,A,SO,GEN,Buffed,144,?,No,Bright
7095SAB02,7095,B,SO,GEN,Buffed,144,?,No,Bright
7095YAB02,7095,B,SO,GEN,Buffed,144,?,No,Bright
7099SAA02,7099,A,SO,GEN,Buffed,144,?,No,Bright
7099YAA02,7099,A,SO,GEN,Buffed,144,?,No,Bright
7100SEA02,7100,A,SO,GEN,Bi-Finish,144,Normal,Yes,Semi bright
7100SEC02,7100,C,SO,GEN,Bi-Finish,144,Normal,Yes,Semi bright
7100YEC02,7100,C,SO,GEN,Bi-Finish,144,Normal,Yes,Semi bright
7100SFA02,7100,A,SO,GEN,Bi-Finish,144,Normal,Yes,Semi bright
7100YFA02,7100,A,SO,GEN,Bi-Finish,144,Normal,Yes,Semi bright
7103QAA02/TIN,7103,A,SO,GEN,Buffed,144,?,No,Bright
7104SEA02,7104,A,SO,GEN,Bi-Finish,144,?,Yes,Semi bright
7106NEA02,7106,A,SO,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
7106SEA02,7106,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7106YEA02,7106,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7106YEB02,7106,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7107NAB02,7107,B,SO,GEN,Buffed,70,Jumbo,No,Bright
7107SAB02,7107,B,SO,GEN,Buffed,144,Jumbo,No,Bright
7107YAB02,7107,B,SO,GEN,Buffed,144,Jumbo,No,Bright
7108YEA02,7108,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7108NEB02,7108,B,SO,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
7108SEB02,7108,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7108TEB02,7108,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7108YEB02,7108,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7110YAA02,7110,A,SO,GEN,Buffed,144,Normal,No,Bright
7111YEA02,7111,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7112YAA02,7112,A,SO,GEN,Buffed,144,Normal,No,Bright
7112YSA02,7112,A,SO,GEN,Shotblasting,144,Normal,Yes,Dull
7113YAA02,7113,A,SO,GEN,Buffed,144,Normal,No,Bright
7113YAB02,7113,B,SO,GEN,Buffed,144,Normal,No,Bright
7113YSA02,7113,A,SO,GEN,Shotblasting,144,Normal,Yes,Dull
7113YSB02,7113,B,SO,GEN,Shotblasting,144,Normal,Yes,Dull
7115YAA02,7115,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7115YAB02,7115,B,SO,GEN,Buffed,144,Jumbo,No,Bright
7116YEA02,7116,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7116YEB02,7116,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7121SCA02,7121,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7121YCA02,7121,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7121SCB02,7121,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7121YCB02,7121,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7122SFA02,7122,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7122SFB02,7122,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7122YFB02,7122,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128WAA02,7128,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7128NEA02,7128,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128SEA02,7128,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128WEA02,7128,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128YEA02,7128,A,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128NEB02,7128,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128SEB02,7128,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7128WEB02,7128,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
7129YAA02,7129,A,SO,GEN,Buffed,180,Jumbo,No,Bright
7129YAB02,7129,B,SO,GEN,Buffed,180,Jumbo,No,Bright
7129YAC02,7129,C,SO,GEN,Buffed,144,Jumbo,No,Bright
7131NAA02,7131,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7131SAA02,7131,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7131WAA02,7131,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7131SAB02,7131,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7131WAB02,7131,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7131NCA02,7131,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7131SCA02,7131,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7131WCA02,7131,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7131WCB02,7131,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7131YCB02,7131,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7131SEA02,7131,A,SO,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
7131WHB02,7131,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7131YHB02,7131,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7131NSA02,7131,A,SO,GEN,Shotblasting,98,Jumbo,Yes,Dull
7133QAA02/BRN/01,7133,A,SO,GEN,Buffed,144,Normal,No,Bright
7133SAA02,7133,A,SO,GEN,Buffed,144,Normal,No,Bright
7133SAA02/01,7133,A,SO,GEN,Buffed,144,Normal,No,Bright
7133WAA02,7133,A,SO,GEN,Buffed,144,Normal,No,Bright
7133YAA02,7133,A,SO,GEN,Buffed,144,Normal,No,Bright
7133NAB02,7133,B,SO,GEN,Buffed,144,Normal,No,Bright
7133SAB02,7133,B,SO,GEN,Buffed,144,Normal,No,Bright
7133YAB02,7133,B,SO,GEN,Buffed,144,Normal,No,Bright
7133NAC02,7133,C,SO,GEN,Buffed,144,Normal,No,Bright
7133SAC02,7133,C,SO,GEN,Buffed,144,Normal,No,Bright
7133WAC02,7133,C,SO,GEN,Buffed,144,Normal,No,Bright
7133NAD02,7133,D,SO,GEN,Buffed,144,Normal,No,Bright
7133SAD02,7133,D,SO,GEN,Buffed,144,Normal,No,Bright
7133WAD02,7133,D,SO,GEN,Buffed,144,Normal,No,Bright
7133NBA02/01,7133,A,SO,GEN,Bi-Finish,144,Normal,Yes,Semi bright
7134WAA02,7134,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7134YAA02,7134,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7134YAA02/2N,7134,A,SO,GEN,Buffed,144,Jumbo,No,Bright
7134YAB02,7134,B,SO,GEN,Buffed,144,Jumbo,No,Bright
7134WAC02,7134,C,SO,GEN,Buffed,144,Jumbo,No,Bright
7134YAC02/2N,7134,C,SO,GEN,Buffed,144,Jumbo,No,Bright
7137ASA02/01,7137,A,SO,GEN,AL,0,Jumbo,NA,NA
7137ASB02/01,7137,B,SO,GEN,AL,0,Jumbo,NA,NA
7137ASB02/02,7137,B,SO,GEN,AL,0,Jumbo,NA,NA
7137ASB02/03,7137,B,SO,GEN,AL,0,Jumbo,NA,NA
7138SAA02,7138,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7138SAB02,7138,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7139SAA02,7139,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7139WAA02,7139,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7139SAB02,7139,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7139NDA02,7139,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7139SDA02,7139,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7139SDB02,7139,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7140NAA02,7140,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7140SAA02,7140,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7140WAA02,7140,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7140NAB02,7140,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7140SAB02,7140,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7140WAB02,7140,B,SO,GEN,Buffed,98,Jumbo,No,Bright
7140QAC02/GUN,7140,C,SO,GEN,Buffed,98,Jumbo,No,Bright
7140SAC02,7140,C,SO,GEN,Buffed,98,Jumbo,No,Bright
7140WAC02,7140,C,SO,GEN,Buffed,98,Jumbo,No,Bright
7140NBC02,7140,C,SO,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
7140QBC02/BLU/M,7140,C,SO,GEN,Bi-Finish,98,Normal,Yes,Semi bright
7143NAA02,7143,A,SO,GEN,Buffed,98,Normal,No,Bright
7143WAA02,7143,A,SO,GEN,Buffed,98,Normal,No,Bright
7143YAA02/2N,7143,A,SO,GEN,Buffed,98,Normal,No,Bright
7143WAB02,7143,B,SO,GEN,Buffed,98,Normal,No,Bright
7143YAB02/2N,7143,B,SO,GEN,Buffed,98,Normal,No,Bright
7144NAA02,7144,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7144SAA02,7144,A,SO,GEN,Buffed,98,Jumbo,No,Bright
7147NAA02,7147,A,SO,GEN,Buffed,144,Normal,No,Bright
7147SAA02,7147,A,SO,GEN,Buffed,144,Normal,No,Bright
7147NAB02,7147,B,SO,GEN,Buffed,144,Normal,No,Bright
7147SAB02,7147,B,SO,GEN,Buffed,144,Normal,No,Bright
7148NAA02,7148,A,SO,GEN,Buffed,180,Normal,No,Bright
7148SAA02,7148,A,SO,GEN,Buffed,180,Normal,No,Bright
7148NAB02,7148,B,SO,GEN,Buffed,180,Normal,No,Bright
7148SAB02,7148,B,SO,GEN,Buffed,180,Normal,No,Bright
77001SAB02,77001,B,SO,GEN,Buffed,98,Jumbo,No,Bright
77002SAB02,77002,B,SO,GEN,Buffed,144,Jumbo,No,Bright
77002YAB02,77002,B,SO,GEN,Buffed,144,Jumbo,No,Bright
77002YAC02,77002,C,SO,GEN,Buffed,144,Jumbo,No,Bright
77003NAB02,77003,B,SO,GEN,Buffed,98,Jumbo,No,Bright
77003SAB02,77003,B,SO,GEN,Buffed,144,Jumbo,No,Bright
77003YAB02,77003,B,SO,GEN,Buffed,144,Jumbo,No,Bright
77003YAC02,77003,C,SO,GEN,Buffed,98,Jumbo,No,Bright
77031SAD02,77031,D,SO,GEN,Buffed,144,Jumbo,No,Bright
77031WAD02,77031,D,SO,GEN,Buffed,144,Jumbo,No,Bright
77031YAD02,77031,D,SO,GEN,Buffed,144,Jumbo,No,Bright
77031NAE02,77031,E,SO,GEN,Buffed,144,Jumbo,No,Bright
77031WAE02,77031,E,SO,GEN,Buffed,144,Jumbo,No,Bright
77031YAE02,77031,E,SO,GEN,Buffed,144,Jumbo,No,Bright
77049SAB02,77049,B,SO,GEN,Buffed,144,Normal,No,Bright
77049YAB02,77049,B,SO,GEN,Buffed,144,Normal,No,Bright
77063NAC02,77063,C,SO,GEN,Buffed,70,Jumbo,No,Bright
77063SAC02,77063,C,SO,GEN,Buffed,70,Jumbo,No,Bright
77063NAD02,77063,D,SO,GEN,Buffed,70,Jumbo,No,Bright
77063SAD02,77063,D,SO,GEN,Buffed,70,Jumbo,No,Bright
77083YAC02,77083,C,SO,GEN,Buffed,144,Normal,No,Bright
77083SAD02,77083,D,SO,GEN,Buffed,144,Normal,No,Bright
77083YAD02,77083,D,SO,GEN,Buffed,144,Normal,No,Bright
7904YAB02,7904,B,SO,GEN,Buffed,220,?,No,Bright
7925SAC02,7925,C,SO,GEN,Buffed,144,Normal,No,Bright
7925SAD02,7925,D,SO,GEN,Buffed,144,Normal,No,Bright
7946SAC02,7946,C,SO,GEN,Buffed,144,Jumbo,No,Bright
7946SAE02,7946,E,SO,GEN,Buffed,144,Jumbo,No,Bright
7954SAD02,7954,D,SO,GEN,Buffed,144,Normal,No,Bright
7954YAD02,7954,D,SO,GEN,Buffed,144,Normal,No,Bright
7954SAE02,7954,E,SO,GEN,Buffed,144,Normal,No,Bright
7954YAE02,7954,E,SO,GEN,Buffed,144,Normal,No,Bright
7987SAC02,7987,C,SO,GEN,Buffed,144,Normal,No,Bright
7987YAC02,7987,C,SO,GEN,Buffed,144,Normal,No,Bright
7987NAD02,7987,D,SO,GEN,Buffed,144,Normal,No,Bright
7987YAD02,7987,D,SO,GEN,Buffed,144,Normal,No,Bright
7998SAB02,7998,B,SO,GEN,Buffed,180,Normal,No,Bright
7998YAB02,7998,B,SO,GEN,Buffed,144,Normal,No,Bright
7998SAC02,7998,C,SO,GEN,Buffed,144,Normal,No,Bright
7998YAC02,7998,C,SO,GEN,Buffed,144,Normal,No,Bright
7999SDB02,7999,B,SO,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
8023SAA02,8023,A,SO,LAD,Buffed,312,?,No,Bright
8031YAA02,8031,A,SO,LAD,Buffed,312,Normal,No,Bright
8057YAA02,8057,A,SO,LAD,Buffed,312,?,No,Bright
8059SAA02,8059,A,SO,LAD,Buffed,312,?,No,Bright
8060QAC02/TIN,8060,C,SO,LAD,Buffed,312,Normal,No,Bright
8060SAC02,8060,C,SO,LAD,Buffed,312,Normal,No,Bright
8060YAC02,8060,C,SO,LAD,Buffed,312,Normal,No,Bright
8063NAA02,8063,A,SO,LAD,Buffed,312,Normal,No,Bright
8063SAA02,8063,A,SO,LAD,Buffed,312,Normal,No,Bright
8063YAA02,8063,A,SO,LAD,Buffed,312,Normal,No,Bright
8064YAA02,8064,A,SO,LAD,Buffed,312,Normal,No,Bright
8065YAA02,8065,A,SO,LAD,Buffed,312,Normal,No,Bright
8067YAA02,8067,A,SO,LAD,Buffed,312,Normal,No,Bright
8068YAA02,8068,A,SO,LAD,Buffed,312,Normal,No,Bright
8069SAA02,8069,A,SO,LAD,Buffed,220,Normal,No,Bright
8069YAA02,8069,A,SO,LAD,Buffed,312,Normal,No,Bright
8070YAA02,8070,A,SO,LAD,Buffed,220,?,No,Bright
8071SEA02,8071,A,SO,LAD,Bi-Finish,312,?,Yes,Semi bright
8071YEA02,8071,A,SO,LAD,Bi-Finish,312,?,Yes,Semi bright
8073YEA02,8073,A,SO,LAD,Bi-Finish,220,Normal,Yes,Semi bright
8074YAA02,8074,A,SO,LAD,Buffed,220,Normal,No,Bright
8076YEA02,8076,A,SO,LAD,Bi-Finish,220,Normal,Yes,Semi bright
8077SAA02,8077,A,SO,LAD,Buffed,144,?,No,Bright
8077YAA02,8077,A,SO,LAD,Buffed,144,?,No,Bright
8080SAA02,8080,A,SO,LAD,Buffed,312,Normal,No,Bright
8080WAA02,8080,A,SO,LAD,Buffed,312,Normal,No,Bright
8080YAA02,8080,A,SO,LAD,Buffed,312,Normal,No,Bright
8091YAA02,8091,A,SO,LAD,Buffed,220,Normal,No,Bright
8091WAB02,8091,B,SO,LAD,Buffed,180,Normal,No,Bright
8091YAB02,8091,B,SO,LAD,Buffed,220,Normal,No,Bright
8102SAA02,8102,A,SO,LAD,Buffed,312,Normal,No,Bright
8107YAA02,8107,A,SO,LAD,Buffed,312,Normal,No,Bright
8109SAA02,8109,A,SO,LAD,Buffed,220,Normal,No,Bright
8109YAA02,8109,A,SO,LAD,Buffed,312,Normal,No,Bright
8110SAA02,8110,A,SO,LAD,Buffed,312,Normal,No,Bright
8110YAA02,8110,A,SO,LAD,Buffed,312,Normal,No,Bright
8111YAA02,8111,A,SO,LAD,Buffed,312,Normal,No,Bright
8112SAA02,8112,A,SO,LAD,Buffed,312,?,No,Bright
8116SAA02,8116,A,SO,LAD,Buffed,312,Normal,No,Bright
8116YAA02,8116,A,SO,LAD,Buffed,312,Normal,No,Bright
8118SAA02,8118,A,SO,LAD,Buffed,312,Normal,No,Bright
8118YAA02,8118,A,SO,LAD,Buffed,312,Normal,No,Bright
8119SAA02,8119,A,SO,LAD,Buffed,220,Normal,No,Bright
8119YAA02,8119,A,SO,LAD,Buffed,220,Normal,No,Bright
8120SAA02,8120,A,SO,LAD,Buffed,220,Normal,No,Bright
8120YAA02,8120,A,SO,LAD,Buffed,220,Normal,No,Bright
8121NAA02,8121,A,SO,LAD,Buffed,180,?,No,Bright
8121YAA02,8121,A,SO,LAD,Buffed,220,?,No,Bright
8123NEA02,8123,A,SO,LAD,Bi-Finish,180,Normal,Yes,Semi bright
8123QEA02/BRN,8123,A,SO,LAD,Bi-Finish,180,Normal,Yes,Semi bright
8123SEA02,8123,A,SO,LAD,Bi-Finish,180,Normal,Yes,Semi bright
8123WEA02,8123,A,SO,LAD,Bi-Finish,180,Normal,Yes,Semi bright
8123YEA02,8123,A,SO,LAD,Bi-Finish,144,Normal,Yes,Semi bright
8123SEB02,8123,B,SO,LAD,Bi-Finish,180,Normal,Yes,Semi bright
8124NAA02,8124,A,SO,LAD,Buffed,220,Normal,No,Bright
8124SAA02,8124,A,SO,LAD,Buffed,312,Normal,No,Bright
8124YAA02,8124,A,SO,LAD,Buffed,312,Normal,No,Bright
8125NEA02,8125,A,SO,LAD,Bi-Finish,144,Normal,Yes,Semi bright
8125QEA02/BR,8125,A,SO,LAD,Bi-Finish,220,Normal,Yes,Semi bright
8125SEA02,8125,A,SO,LAD,Bi-Finish,220,Normal,Yes,Semi bright
8127YAA02,8127,A,SO,LAD,Buffed,220,Normal,No,Bright
8128SAA02,8128,A,SO,LAD,Buffed,312,Normal,No,Bright
