plating_stk_no,model_no,version,brand,gender,pol_finish,jig_qty,traycate,ip_wiping,bath_type
3001SBP02,3001,P,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3001SBR02,3001,R,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3001SDD02,3001,D,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3001SDP02,3001,P,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3015ASD02/01,3015,D,FT,GEN,AL,0,Jumbo,NA,NA
3016ASB02/01,3016,B,FT,GEN,AL,0,Jumbo,NA,NA
3017SSA02,3017,A,FT,GEN,Shotblasting,70,?,Yes,Dull
3018SSA02,3018,A,FT,GEN,Shotblasting,70,?,Yes,Dull
3020SSA02,3020,A,FT,GEN,Shotblasting,70,?,Yes,Dull
3021SSC02,3021,C,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3021NSD02,3021,D,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3021SSD02,3021,D,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3021SSE02,3021,E,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3021SSF02,3021,F,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3022SSA02,3022,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3024SSA02,3024,A,FT,GEN,Shotblasting,70,?,Yes,Dull
3027SSA02,3027,A,FT,GEN,Shotblasting,70,?,Yes,Dull
3040SFB02,3040,B,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3040SFC02,3040,C,FT,GEN,Bi-Finish,98,Normal,Yes,Semi bright
3040SFD02,3040,D,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3054SFA02,3054,A,FT,GEN,Bi-Finish,70,?,Yes,Semi bright
3057SEA02,3057,A,FT,GEN,Bi-Finish,70,?,Yes,Semi bright
3066SEA02,3066,A,FT,GEN,Bi-Finish,70,?,Yes,Semi bright
3070SEA02,3070,A,FT,GEN,Bi-Finish,144,?,Yes,Semi bright
3071SFA02,3071,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3071SFB02,3071,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3071SFD02,3071,D,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3075SSA02,3075,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3075SSC02,3075,C,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3076SSB02,3076,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3076SSD02,3076,D,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3079SSA02,3079,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3079SSB02,3079,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3081NSA02/01/01,3081,A,FT,GEN,AL,0,Jumbo,NA,NA
3083SSA02,3083,A,FT,GEN,Shotblasting,144,Jumbo,Yes,Dull
3084NSA02,3084,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3084SSA02,3084,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3084NSC02,3084,C,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3084SSC02,3084,C,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3084NSE02,3084,E,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3084SSE02,3084,E,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3088SSA02,3088,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3088SSB02,3088,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3089NAF02,3089,F,FT,GEN,Buffed,98,Jumbo,No,Bright
3089SAF02,3089,F,FT,GEN,Buffed,144,Jumbo,No,Bright
3089NAL02,3089,L,FT,GEN,Buffed,98,Jumbo,No,Bright
3089SAL02,3089,L,FT,GEN,Buffed,98,Jumbo,No,Bright
3089SFB02,3089,B,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3089SFF02,3089,F,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3089SFG02,3089,G,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3089SFK02,3089,K,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3089NSF02,3089,F,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3090SSB02,3090,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3094NSA02,3094,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3094NSB02,3094,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3096NSA02,3096,A,FT,GEN,Shotblasting,98,?,Yes,Dull
3097NFA02,3097,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3097SFA02,3097,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3097NFB02,3097,B,FT,GEN,Bi-Finish,0,Jumbo,Yes,Semi bright
3097SFB02,3097,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3097NFC02,3097,C,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3097SFC02,3097,C,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3097NFD02,3097,D,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3097SFD02,3097,D,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3098SFB02,3098,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3098SFC02,3098,C,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3099SSA02,3099,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSB02,3099,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSD02,3099,D,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSE02,3099,E,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSF02,3099,F,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSG02,3099,G,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSH02,3099,H,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3099SSJ02,3099,J,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3110SBA02,3110,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3110SBB02,3110,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3111SSA02,3111,A,FT,GEN,Shotblasting,70,Normal,Yes,Dull
3112NSA02,3112,A,FT,GEN,Shotblasting,70,Normal,Yes,Dull
3112SSA02,3112,A,FT,GEN,Shotblasting,70,Normal,Yes,Dull
3112NSB02,3112,B,FT,GEN,Shotblasting,70,Normal,Yes,Dull
3112SSB02,3112,B,FT,GEN,Shotblasting,70,Normal,Yes,Dull
3117SSB02,3117,B,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3119SSA02,3119,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
311SAD02,311,D,TI,LAD,Buffed,312,Normal,No,Bright
311YAD02,311,D,TI,LAD,Buffed,312,Normal,No,Bright
311SAE02,311,E,TI,LAD,Buffed,312,Normal,No,Bright
311WAE02,311,E,TI,LAD,Buffed,220,Normal,No,Bright
311YAE02/2N,311,E,TI,LAD,Buffed,220,Normal,No,Bright
311SAH02,311,H,TI,LAD,Buffed,312,Normal,No,Bright
311WAH02,311,H,TI,LAD,Buffed,220,Normal,No,Bright
311YAH02/2N,311,H,TI,LAD,Buffed,220,Normal,No,Bright
311WAJ02,311,J,TI,LAD,Buffed,312,Normal,No,Bright
311YAJ02/2N,311,J,TI,LAD,Buffed,312,Normal,No,Bright
311WAK02,311,K,TI,LAD,Buffed,220,Normal,No,Bright
311YAK02/2N,311,K,TI,LAD,Buffed,220,Normal,No,Bright
311WAL02,311,L,TI,LAD,Buffed,312,Normal,No,Bright
311YAL02/2N,311,L,TI,LAD,Buffed,312,Normal,No,Bright
3120NSJ02,3120,J,FT,GEN,AL,98,Jumbo,Yes,Dull
3120SSJ02,3120,J,FT,GEN,AL,70,Jumbo,Yes,Dull
3120YSJ02,3120,J,FT,GEN,AL,70,Jumbo,Yes,Dull
3120NBG02,3120,G,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3120NSB02,3120,B,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3120SSB02,3120,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3120NSD02,3120,D,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3120SSD02,3120,D,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3120NSG02,3120,G,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3120SSG02,3120,G,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3121SSB02,3121,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3121SSD02,3121,D,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3121SSG02,3121,G,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3123SEE02,3123,E,FT,GEN,Buffed,98,Jumbo,No,Bright
3123NJE02,3123,E,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3123QJE02/GUN,3123,E,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3123SJE02,3123,E,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3123NKE02,3123,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3123SKE02,3123,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3123SSB02,3123,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3123SSE02,3123,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3123SSF02,3123,F,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3123SSH02,3123,H,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3123SSJ02,3123,J,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3124SSB02,3124,B,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3124SSD02,3124,D,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3125SSA02,3125,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3126SSA02,3126,A,FT,,Shotblasting,70,Jumbo,Yes,Dull
3129SJA02,3129,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3129SSA02,3129,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3130NSA02,3130,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3130SSA02,3130,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3130NSB02,3130,B,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3130SSB02,3130,B,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3131NSA02,3131,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3131SSA02,3131,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3133SEA02,3133,A,FT,GEN,Buffed,70,Jumbo,No,Bright
3133SSA02,3133,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3137SAA02,3137,A,FT,GEN,Buffed,70,Jumbo,No,Bright
3138NSA02,3138,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3139SJA02,3139,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3142SKA02,3142,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3147NSA02,3147,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3148SGA02,3148,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3150SSA02,3150,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3151SSA02,3151,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3152SJA02,3152,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3153SGA02,3153,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3153SGB02,3153,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3153SSA02,3153,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3153SSB02,3153,B,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3157SCB02,3157,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3159SAA02,3159,A,FT,GEN,Buffed,70,Jumbo,No,Bright
3162SBA02,3162,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3164SCA02,3164,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3165NBA02,3165,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3165SBA02,3165,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3166NBA02,3166,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3166QBA02/GUN,3166,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3166SBA02,3166,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3166SBB02,3166,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3168NBA02,3168,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3168SBA02,3168,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3168SCA02,3168,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3169SFA02,3169,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3169NGA02,3169,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3169NSA02,3169,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3169QSA02/GUN,3169,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3170SSA02,3170,A,FT,GEN,Shotblasting,70,?,Yes,Dull
3171SCA02,3171,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3171NCB02,3171,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3171SCB02,3171,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3173SSA02,3173,A,FT,GEN,Shotblasting,144,Jumbo,Yes,Dull
3173SSB02,3173,B,FT,GEN,Shotblasting,144,Jumbo,Yes,Dull
3174SBA02,3174,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3175SBA02,3175,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3177SAA02,3177,A,FT,GEN,Buffed,70,Jumbo,No,Bright
3177SEA02,3177,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3178SSA02,3178,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3179SBA02,3179,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3180SBA02,3180,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3182SAB02,3182,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3182NSA02,3182,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3182SSC02,3182,C,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3182QSD02/GUN,3182,D,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3183SSA02,3183,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3184NAA02,3184,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3184SAA02,3184,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3184NAB02,3184,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3184QAB02/BL01,3184,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3184QAB02/BLU,3184,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3184QAB02/BRN,3184,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3184SSA02,3184,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3187SFA02,3187,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3187SFB02,3187,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3187SFC02,3187,C,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3187YSC02/BA,3187,C,FT,GEN,Shotblasting,0,Jumbo,Yes,Dull
3188SAA02,3188,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3188SAB02,3188,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3188SSA02,3188,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3189SSA02,3189,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3191ASB02/01,3191,B,FT,GEN,AL,0,Jumbo,NA,NA
3191ASB02/02,3191,B,FT,GEN,AL,0,Jumbo,NA,NA
3191ASB02/03,3191,B,FT,GEN,AL,0,Jumbo,NA,NA
3191SSA02,3191,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3197SSA02,3197,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3198ASA02/01,3198,A,FT,GEN,AL,0,Jumbo,NA,NA
3199SAA02,3199,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3199NBA02,3199,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3201SAA02,3201,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3201QBA02/GUN,3201,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3201NSA02,3201,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3204SSA02,3204,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3207ASA02/01,3207,A,FT,GEN,AL,0,Jumbo,NA,NA
3207ASA02/02,3207,A,FT,GEN,AL,0,Jumbo,NA,NA
3209SSA02,3209,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3210NAB02,3210,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3210NBB02,3210,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3210SBB02,3210,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3210NSA02,3210,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3211SSA02,3211,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3213SSA02,3213,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3214NSA02,3214,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3214SSA02,3214,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3215SSA02,3215,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3216NSA02,3216,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3216SSA02,3216,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3218SSA02,3218,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3219SSA02,3219,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3220SAA02,3220,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3220NBA02,3220,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3220SBA02,3220,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3222SSA02,3222,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3224NSA02,3224,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3225SSA02,3225,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3227SAA02,3227,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3227SFA02,3227,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3228SEA02,3228,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3228SSA02,3228,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3229SAA02,3229,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3229SSA02,3229,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3231SAA02,3231,A,FT,GEN,Buffed,70,Jumbo,No,Bright
3231SBA02,3231,A,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3231SDA02,3231,A,FT,GEN,Bi-Finish,0,Jumbo,Yes,Semi bright
3231SSA02,3231,A,FT,GEN,Shotblasting,70,Jumbo,Yes,Dull
3232SFA02,3232,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3233SAA02,3233,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3234SAA02,3234,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3234SFA02,3234,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3234NSA02,3234,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3236SAA02,3236,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3237NAA02,3237,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3237SAA02,3237,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3237SAB02,3237,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3238QSA02/GUN,3238,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3238SSA02,3238,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3240SAA02,3240,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3240NAB02,3240,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3240SAB02,3240,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3240SCB02,3240,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3240NGB02,3240,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3241SSA02,3241,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3242NAA02,3242,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3242SAA02,3242,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3242SSA02,3242,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3245SAA02,3245,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3245NBA02,3245,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3245NBB02,3245,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3245NSA02,3245,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3245SSA02,3245,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3245NSB02,3245,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3246SAA02,3246,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3246NSA02,3246,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3247SAA02,3247,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3247NAC02,3247,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3247QAC02/BLU,3247,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3247QAC02/BRN,3247,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3247NSA02,3247,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3249NBA02,3249,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3249SBA02,3249,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3250NSA02,3250,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3251NGA02,3251,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3251QGA02/GUN,3251,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3252NSA02,3252,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3252SSA02,3252,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3254NBA02,3254,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3254SBA02,3254,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3255NAA02,3255,A,FT,GEN,Buffed,144,Normal,No,Bright
3255SAA02,3255,A,FT,GEN,Buffed,144,Normal,No,Bright
3255NBA02,3255,A,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3255SBA02,3255,A,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3260NBA02,3260,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3260SBA02,3260,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3261SAB02,3261,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3261SBB02,3261,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3261SSA02,3261,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3263NBA02,3263,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3263SBA02,3263,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3264SBA02,3264,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3268NBA02,3268,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3268NBB02,3268,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3268QBB02/BLU,3268,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3268SBB02,3268,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3269NAA02,3269,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3269NBB02,3269,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3269NBC02,3269,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3270NAA02,3270,A,FT,GEN,Buffed,144,Normal,No,Bright
3270SAA02,3270,A,FT,GEN,Buffed,144,Normal,No,Bright
3270NCB02,3270,B,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3270SCB02,3270,B,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3270WCB02,3270,B,FT,GEN,Bi-Finish,144,Normal,Yes,Semi bright
3272NAA02,3272,A,FT,GEN,Buffed,98,Normal,No,Bright
3272SAA02,3272,A,FT,GEN,Buffed,98,Normal,No,Bright
3273NAA02,3273,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3273QAA02/BRN,3273,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3273SAA02,3273,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3273NHA02,3273,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3273SHA02,3273,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3276NAA02,3276,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3276SAA02,3276,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277NAA02,3277,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277NAA02/01,3277,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277QAA02/BL01,3277,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277QAA02/BLU,3277,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277SAA02,3277,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277SAA02/01,3277,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3277NCB02,3277,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3277SCB02,3277,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3279NBA02,3279,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3279SBA02,3279,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3281SBA02,3281,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3281WBA02,3281,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
B3282SAA02,B3282,A,FT,GEN,Buffed,144,?,No,Bright
3283SBA02,3283,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3283SBB02,3283,B,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
3285QBA02/BL01,3285,A,FT,GEN,Bi-Finish,144,Jumbo,Yes,Semi bright
